rule	support	confidence	lift
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.999	1.775
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.999	1.775
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.508	0.902	1.775
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('ECT_5.0', 'PT_8') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.508	0.902	1.775
('PTD_otc alterations permit', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.902	1.775
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.508	0.902	1.775
('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PT_8', 'P_0.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('ECT_5.0', 'P_0.0', 'PT_8') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.999	1.775
('P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.999	1.775
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.999	1.775
('ECT_5.0', 'P_0.0', 'PT_8') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.999	1.775
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0', 'PT_8') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.999	1.775
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.767
('PCT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.285	0.995	1.767
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.767
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.995	1.767
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.995	1.767
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.995	1.767
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.285	0.995	1.767
('P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.285	0.995	1.767
('ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.285	0.995	1.767
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.286	0.908	1.766
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8')	0.286	0.908	1.766
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.286	0.908	1.766
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.286	0.908	1.766
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.286	0.908	1.766
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.286	0.908	1.766
('P_0.0',) ==> ('PT_8', 'ECTD_wood frame (5)')	0.285	0.896	1.762
('P_0.0',) ==> ('PT_8', 'ECT_5.0')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.285	0.896	1.762
('P_0.0',) ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.896	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.285	0.896	1.762
('P_0.0',) ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PCT_5.0', 'PT_8', 'ECT_5.0')	0.284	0.895	1.762
('P_0.0',) ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PT_8', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('ECT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PT_8', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('ECT_5.0', 'PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.284	0.895	1.762
('P_0.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.895	1.762
('P_0.0',) ==> ('PT_8', 'PCTD_wood frame (5)', 'ECTD_wood frame (5)', 'PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.284	0.895	1.762
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.902	1.755
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.988	1.755
('PCT_5.0', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PCT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PCT_5.0', 'PT_8') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.755
('ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.508	0.902	1.755
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.755
('ECT_5.0',) ==> ('ECTD_wood frame (5)',)	0.570	1.000	1.755
('ECTD_wood frame (5)',) ==> ('ECT_5.0',)	0.570	1.000	1.755
('ECT_5.0',) ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.563	0.988	1.755
('ECTD_wood frame (5)',) ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.563	0.988	1.755
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.563	1.000	1.755
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.563	1.000	1.755
('P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.282	1.000	1.755
('P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.282	1.000	1.755
('ECTD_wood frame (5)',) ==> ('PT_8', 'ECT_5.0')	0.508	0.892	1.755
('ECT_5.0',) ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.892	1.755
('PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('ECT_5.0',) ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.563	0.988	1.755
('ECTD_wood frame (5)',) ==> ('PCT_5.0', 'ECT_5.0')	0.563	0.988	1.755
('PCT_5.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.563	1.000	1.755
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.563	1.000	1.755
('ECT_5.0',) ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.892	1.755
('ECTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.892	1.755
('PTD_otc alterations permit', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('ECTD_wood frame (5)', 'P_0.0') ==> ('ECT_5.0',)	0.287	1.000	1.755
('ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.287	1.000	1.755
('PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.285	1.000	1.755
('PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.285	1.000	1.755
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('ECT_5.0',) ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.563	0.988	1.755
('ECTD_wood frame (5)',) ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.563	0.988	1.755
('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.563	1.000	1.755
('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.563	1.000	1.755
('P_2.0', 'ECT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)',)	0.223	1.000	1.755
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.223	1.000	1.755
('ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.285	1.000	1.755
('P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.285	1.000	1.755
('ECTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.508	0.892	1.755
('ECT_5.0',) ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.892	1.755
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('ECT_5.0',)	0.285	1.000	1.755
('PT_8', 'P_0.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.285	1.000	1.755
('P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.276	1.000	1.755
('P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.276	1.000	1.755
('ECT_5.0',) ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('ECTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('P_2.0', 'PCT_5.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.276	1.000	1.755
('P_2.0', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.276	1.000	1.755
('ECT_5.0',) ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('ECTD_wood frame (5)',) ==> ('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.891	1.755
('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('ECTD_wood frame (5)',) ==> ('PCT_5.0', 'PT_8', 'ECT_5.0')	0.508	0.891	1.755
('ECT_5.0',) ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.891	1.755
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('PCT_5.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('ECT_5.0',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.891	1.755
('ECTD_wood frame (5)',) ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.508	0.891	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)',)	0.508	1.000	1.755
('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0',)	0.508	1.000	1.755
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)',)	0.285	1.000	1.755
